timestamp,altitude_diff,altitude_diff_smoothed,slope,AU_Factor,MgII_Index,MgII_Flag,irr_256,irr_284,irr_304,irr_1175,irr_1216,irr_1335,irr_1405,irr_256_flag_flag,irr_284_flag_flag,irr_304_flag_flag,irr_1175_flag_flag,irr_1216_flag_flag,irr_1335_flag_flag,irr_1405_flag_flag,estimated_slope,slope_difference
2024-09-27 01:38:19.526315520,-1.5579853381506723,-1.6003424837281557,0.0083106018959862,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-27 04:48:21.473684480,-1.6744939520712023,-1.5920318818321693,0.0083106018959862,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-27 07:58:23.421052928,-1.611171602697368,-1.583721279936183,0.0083106018959862,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-27 11:11:12.055555584,-1.490689837890443,-1.5754106780401969,0.0083106018959862,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-27 14:18:27.210526208,-1.5757532458282526,-1.567100076144211,0.0083106018959862,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-27 17:23:29.055555840,-1.612039324813452,-1.5773306240498264,0.0035394838516481,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-27 20:40:31.066666496,-1.4783107365472574,-1.5551752673920116,0.0022581986431305,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-27 23:38:32.842105088,-1.512667248762682,-1.5432707161340065,0.00100147910213,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-28 02:48:34.789473792,-1.5907893985365718,-1.555262370422516,0.0016936182655589,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-28 05:58:36.736842240,-1.650060269301207,-1.5598520139817036,-0.0041337991808139,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-28 09:00:59.705882368,-1.47509574215087,-1.5561898792588522,-0.0097646149718656,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-28 12:08:40.526316032,-1.5040306413753228,-1.5535257761029777,0.0035157183283985,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-28 15:18:42.473684224,-1.5986147264870283,-1.56339003910648,0.0037259396273412,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-28 18:21:14.249999872,-1.617060037860938,-1.5585372808270994,0.0025276906804558,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-09-28 21:46:25.176470784,-1.5790801123077929,-1.5291624045023016,0.0064241682042184,1.0024476940476188,0.3892678469047619,0.0,0.0001834312083333,0.0002050320016666,0.0006753519647619,0.0001284766323809,0.0106154601547619,0.0003243185010714,0.0002015055678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
