datetime,slope_difference,AE,AL
2024-10-06 02:00:33.526315520,-0.001578527056796,46.361702127659576,-21.98936170212766
2024-10-06 05:10:35.473684224,-0.0058334799691262,27.175531914893618,-15.367021276595745
2024-10-06 08:09:11.571428864,-0.0054655745427324,57.026455026455025,-25.814814814814813
2024-10-06 11:27:07.588235520,0.0127331159559594,92.22751322751323,-35.042328042328045
2024-10-06 14:30:41.157894656,0.0120955484666734,82.16489361702128,-48.5
2024-10-06 17:29:27.874999808,0.0105126134263181,287.27659574468083,-194.68617021276594
2024-10-06 20:46:07.923077120,0.0080943623404979,342.12698412698415,-203.24867724867724
2024-10-07 00:00:46.947368448,0.0159278824283131,660.8829787234042,-492.2074468085106
2024-10-07 03:05:48.777777664,0.0139123607514001,353.64550264550263,-220.2010582010582
2024-10-07 06:06:24.000000000,0.0088414708913751,290.5159574468085,-147.86170212765958
2024-10-07 09:12:18.285714176,0.0060428311804107,126.27127659574468,-65.71808510638297
2024-10-07 12:30:54.526315520,0.0184109190111739,654.7936507936508,-501.2433862433862
2024-10-07 15:40:56.526316032,0.0185999765421825,657.6455026455027,-456.76190476190476
2024-10-07 18:40:58.416666624,0.0173921332392321,885.5291005291006,-687.7089947089947
2024-10-07 21:51:00.263158016,0.0194215540572068,531.2169312169312,-368.34391534391534
2024-10-08 01:01:02.210525952,0.0274740027374557,549.2804232804233,-329.9259259259259
2024-10-08 04:11:04.157894912,0.0263567681866305,579.7566137566138,-548.6243386243386
2024-10-08 07:12:16.529411584,0.021884743686985,687.2074468085107,-482.3670212765957
2024-10-08 10:29:07.933332992,0.0193549104563723,486.4550264550264,-313.36507936507934
2024-10-08 13:31:09.842105088,0.0218094406192466,616.984126984127,-389.1216931216931
2024-10-08 16:37:51.722222336,0.0163009587002248,383.4391534391534,-236.74603174603175
2024-10-08 19:53:26.999999744,0.0095484356394041,377.1755319148936,-212.4840425531915
2024-10-08 23:01:15.631579136,0.010661516756595,373.1010638297872,-257.0691489361702
2024-10-09 02:11:17.526315776,0.0109759935903769,360.0904255319149,-211.33510638297872
2024-10-09 05:16:19.444444416,0.0069066927949098,493.81382978723406,-365.81382978723406
2024-10-09 08:12:01.266666496,0.0046610360902596,522.0952380952381,-311.55026455026456
2024-10-09 11:44:43.466666752,0.0119356336680674,634.063829787234,-392.93617021276594
2024-10-09 14:41:25.157894912,0.0135459217960147,499.02659574468083,-291.13829787234044
2024-10-09 17:48:40.277777664,0.0068860759094206,244.12234042553192,-179.00531914893617
2024-10-09 21:01:28.866666752,-0.0043943929919798,205.23936170212767,-144.0744680851064
2024-10-10 00:01:30.736842240,0.0001085704360943,261.46276595744683,-161.70212765957447
2024-10-10 03:01:32.529411840,0.0022840080009379,359.0425531914894,-183.96808510638297
2024-10-10 06:22:09.941176576,-0.0012688312091873,153.2804232804233,-43.682539682539684
2024-10-10 09:23:36.533333504,0.0001422638662391,97.07446808510639,-37.07446808510638
2024-10-10 12:36:38.444444672,0.0135447954349982,599.1436170212766,-383.968085106383
2024-10-10 15:41:40.368420864,0.0260319255423272,1539.7340425531916,-1078.3297872340424
2024-10-10 18:42:22.133333248,0.0324876798894815,1304.2021276595744,-739.6276595744681
2024-10-10 22:01:44.157894912,0.0387631334534665,1009.2021276595744,-746.9521276595744
2024-10-11 01:11:46.105263360,0.0491578033924769,706.8351063829788,-681.3563829787234
2024-10-11 04:16:47.999999744,0.0341488383654518,819.5478723404256,-789.1010638297872
2024-10-11 07:11:49.687499776,0.0415709014303082,1067.6243386243386,-1105.132275132275
2024-10-11 10:33:11.733333504,0.0362075179326359,710.6878306878307,-563.6455026455027
2024-10-11 13:41:53.736842240,0.0278116000149508,780.2698412698413,-659.0793650793651
2024-10-11 16:44:16.764705792,0.0144413185135763,219.37765957446808,-174.0372340425532
2024-10-11 20:02:40.500000512,0.0056962964358937,182.61702127659575,-145.63829787234042
2024-10-11 23:01:59.473684224,0.0025778453954615,194.47619047619048,-154.8042328042328
2024-10-12 02:12:01.368420864,-0.0013278776081737,55.03703703703704,-38.333333333333336
2024-10-12 05:22:03.263158016,-0.0030699917543985,44.22751322751323,-32.41269841269841
2024-10-12 08:22:45.200000256,-0.0058298024537237,107.79787234042553,-61.994680851063826
2024-10-12 11:47:07.222222336,0.0028697852428279,502.3015873015873,-390.69312169312167
2024-10-12 14:47:08.999999744,0.004153299257967,248.8042328042328,-181.78306878306879
2024-10-12 17:32:10.600000256,-4.97984516639868e-05,98.17989417989418,-77.06349206349206
2024-10-12 21:07:50.375000064,-0.0028028968365565,238.83597883597884,-204.9100529100529
2024-10-13 00:12:14.736841984,0.0001986230510708,38.6436170212766,-23.22872340425532
2024-10-13 03:22:16.684210432,-0.0015038321299229,25.78191489361702,-22.69148936170213
2024-10-13 06:22:18.529411840,-0.0034193231312534,24.132978723404257,-23.872340425531913
2024-10-13 09:14:00.000000000,-0.0036990529013956,39.264550264550266,-34.3968253968254
2024-10-13 12:43:41.599999488,0.0017580032076693,134.28191489361703,-101.44148936170212
2024-10-13 15:52:24.368421120,0.0038942992397512,140.9095744680851,-122.95212765957447
2024-10-13 18:53:26.200000000,-0.0008545970467339,155.27659574468086,-141.01063829787233
2024-10-13 22:07:28.111111168,-0.0001719979575396,51.09574468085106,-33.148936170212764
2024-10-14 01:12:30.052631296,0.0014728347946557,20.47872340425532,-14.845744680851064
2024-10-14 04:25:18.666666752,-0.0007085536178515,35.03191489361702,-15.797872340425531
2024-10-14 07:20:25.071428096,-0.0051907445590064,79.18617021276596,-49.984042553191486
2024-10-14 10:44:28.312500224,-0.0011164731181357,45.973404255319146,-35.8563829787234
2024-10-14 13:47:37.666666752,-0.0007368176677156,112.06382978723404,-68.05319148936171
2024-10-14 16:32:39.400000256,-0.0023534660187332,121.20744680851064,-94.40425531914893
2024-10-14 19:57:21.533332992,-0.0046890682006905,156.42021276595744,-128.9095744680851
2024-10-14 23:12:43.473684224,-0.0020324229645772,495.06382978723406,-347.2340425531915
2024-10-15 02:22:45.368421120,-7.830508773213436e-05,310.06382978723406,-171.5
2024-10-15 05:27:47.277777920,-0.0008878497201009,159.0531914893617,-109.48404255319149
2024-10-15 08:20:40.499999488,-0.0015220479193755,400.3351063829787,-264.7074468085106
2024-10-15 11:52:51.176470528,0.0054308944703865,180.21693121693121,-98.62962962962963
2024-10-15 14:52:53.000000256,0.0062882384576907,272.6031746031746,-211.23280423280423
2024-10-15 17:53:49.272727552,0.0015026666800783,510.06349206349205,-387.44973544973544
2024-10-15 21:12:56.800000256,-0.0006631458825478,72.41798941798942,-33.6931216931217
2024-10-16 00:12:58.684210432,0.0025335979017952,171.24338624338625,-125.4920634920635
2024-10-16 03:23:00.631578880,0.0012638065105856,218.65608465608466,-130.43915343915344
2024-10-16 06:23:02.470588160,-0.0009367945689095,217.62962962962962,-111.76719576719577
2024-10-16 09:52:10.000000000,-0.0019108939816128,469.6878306878307,-250.6137566137566
2024-10-16 13:03:06.470588160,0.0026482055965492,333.7354497354497,-234.4920634920635
2024-10-16 15:58:08.222222336,0.0047265415407824,356.5238095238095,-261.22222222222223
2024-10-16 18:48:37.090909184,0.0029028942561311,332.0,-233.66489361702128
2024-10-16 22:13:12.000000256,0.0012511733963036,307.71276595744683,-218.05851063829786
