timestamp,altitude_diff,altitude_diff_smoothed,slope
2024-09-27 01:38:19.526315520+00:00,-1.5579853381506723,-1.6003424837281555,0.008310601895986218
2024-09-27 04:48:21.473684480+00:00,-1.6744939520712023,-1.5920318818321693,0.008310601895986218
2024-09-27 07:58:23.421052928+00:00,-1.611171602697368,-1.583721279936183,0.008310601895986218
2024-09-27 11:11:12.055555584+00:00,-1.490689837890443,-1.5754106780401969,0.008310601895986218
2024-09-27 14:18:27.210526208+00:00,-1.5757532458282526,-1.5671000761442113,0.008310601895986265
2024-09-27 17:23:29.055555840+00:00,-1.612039324813452,-1.5773306240498264,0.003539483851648124
2024-09-27 20:40:31.066666496+00:00,-1.4783107365472574,-1.5551752673920116,0.0022581986431305314
2024-09-27 23:38:32.842105088+00:00,-1.512667248762682,-1.5432707161340065,0.001001479102130074
2024-09-28 02:48:34.789473792+00:00,-1.5907893985365718,-1.5552623704225161,0.0016936182655589147
2024-09-28 05:58:36.736842240+00:00,-1.650060269301207,-1.5598520139817036,-0.004133799180813949
2024-09-28 09:00:59.705882368+00:00,-1.47509574215087,-1.5561898792588522,-0.009764614971865648
2024-09-28 12:08:40.526316032+00:00,-1.5040306413753228,-1.5535257761029775,0.0035157183283985043
2024-09-28 15:18:42.473684224+00:00,-1.5986147264870283,-1.56339003910648,0.003725939627341278
2024-09-28 18:21:14.249999872+00:00,-1.617060037860938,-1.5585372808270994,0.0025276906804558904
2024-09-28 21:46:25.176470784+00:00,-1.5790801123077929,-1.5291624045023016,0.006424168204218461
2024-09-29 00:43:48.222222592+00:00,-1.4543338081443835,-1.5270474277238515,0.01580315362400314
2024-09-29 03:48:50.052631552+00:00,-1.601445615794205,-1.5315558014446475,0.01655064734380481
2024-09-29 06:55:31.944444672+00:00,-1.547114574022146,-1.532134254042401,0.006144737028795581
2024-09-29 09:54:16.769231104+00:00,-1.385686382378026,-1.508775349681015,0.007421212072846612
2024-09-29 13:18:55.842105344+00:00,-1.4560609511448206,-1.492018342667008,0.006929701887234319
2024-09-29 16:23:57.722222336+00:00,-1.5446060048624872,-1.4997826708165958,0.007923785175875286
2024-09-29 19:33:22.187500032+00:00,-1.60382079986681,-1.4805112229581017,0.004237212144330269
2024-09-29 22:39:01.526315776+00:00,-1.4068298986084642,-1.452457251471584,0.011079092376634042
2024-09-30 01:49:03.526315776+00:00,-1.428267049181727,-1.453286205319513,0.02059735043191043
2024-09-30 04:59:05.473684224+00:00,-1.5242127614906735,-1.4657907486650035,0.01267841255081997
2024-09-30 08:04:07.333333248+00:00,-1.428002585067759,-1.44420756678235,0.013806033250789574
2024-09-30 11:13:16.294117632+00:00,-1.2946288306434894,-1.4119894794974739,0.009194900659046358
2024-09-30 14:19:11.157894656+00:00,-1.393146967009386,-1.409297327981872,0.011584128701758808
2024-09-30 17:33:35.624999936+00:00,-1.5686018412542353,-1.4088312104536524,0.009018341038712192
2024-09-30 20:51:33.615384832+00:00,-1.3503573679186047,-1.3754128482870178,0.011762125683139855
2024-09-30 23:49:16.947368704+00:00,-1.313858014302923,-1.3580490108855279,0.014291967606922638
2024-10-01 02:54:18.777777664+00:00,-1.3826005349680486,-1.3669329565488828,0.01847462724521544
2024-10-01 05:59:20.736842240+00:00,-1.424071991427752,-1.3692679108114651,0.013141553118590357
2024-10-01 09:07:04.230769664+00:00,-1.223447501990961,-1.3371953927115974,0.0024849744120956575
2024-10-01 12:19:24.578947328+00:00,-1.2717280484543494,-1.3262965071689843,0.00705000945661236
2024-10-01 15:29:26.526315520+00:00,-1.3745843416136836,-1.3325812939414228,0.005144911323058453
2024-10-01 18:32:24.882353152+00:00,-1.4141615553726297,-1.3258462684148389,0.0016830404850149282
2024-10-01 21:42:16.944444416+00:00,-1.279949178355423,-1.2996331832394756,0.0026770331382957972
2024-10-02 00:49:32.263158016+00:00,-1.2522673980350874,-1.296929900887954,0.015726854736485996
2024-10-02 03:59:34.157894400+00:00,-1.3704210952548692,-1.3031828492734439,0.01575536357023282
2024-10-02 07:09:36.105263616+00:00,-1.321985305228793,-1.2978473888351991,0.008246415982143658
2024-10-02 10:18:23+00:00,-1.188154224849484,-1.2720115656263211,0.006300784926855847
2024-10-02 13:19:39.842105088+00:00,-1.199117960827266,-1.2634305980033107,0.010258723591296844
2024-10-02 16:29:41.789473536+00:00,-1.3280045839237573,-1.2652333279360986,0.010851565626857502
2024-10-02 19:36:52.357143040+00:00,-1.3265651976694812,-1.2374044849452353,0.011770706323559938
2024-10-02 22:56:13.941176320+00:00,-1.1816391464927278,-1.2087682599426002,0.01626531828260723
2024-10-03 01:54:47.500000+00:00,-1.2027204697483285,-1.2065585575936857,0.020683244955923427
2024-10-03 04:59:49.473684480+00:00,-1.2684919674301796,-1.2113540977406072,0.01892201038273339
2024-10-03 08:03:36.312500224+00:00,-1.1199615083370986,-1.191114727213978,0.013568059771238466
2024-10-03 11:08:59.181818112+00:00,-1.0642592802050783,-1.1580146962824012,0.013110507761858995
2024-10-03 14:31:02.444444672+00:00,-1.1682669037092523,-1.1167138607793783,0.03434734153212372
2024-10-03 17:33:42.562500096+00:00,-1.2422778221495605,-1.1077418595705746,0.026829550912063384
2024-10-03 20:34:59.375000064+00:00,-1.1458502491840932,-1.0646073741270294,0.02859772599924971
2024-10-03 23:41:53.687499776+00:00,-1.0286649192852906,-1.0449236322243045,0.03210485100937413
2024-10-04 02:56:03+00:00,-0.8099316269655219,-1.0449645693069431,0.02917994156267507
2024-10-04 06:01:57.437499904+00:00,-1.1219724588690951,-1.0337075383982135,0.017438809947566376
2024-10-04 09:00:53.692307712+00:00,-0.8802815984382732,-0.9945181611025381,0.009666893762269521
2024-10-04 12:21:16.388889088+00:00,-0.9428078312125764,-0.9675670691854572,0.003137735700284834
2024-10-04 15:27:59.111110912+00:00,-1.0646277139488234,-0.965647920429136,-0.004875452560897501
2024-10-04 18:37:55.923076608+00:00,-1.0669536255306866,-0.9808632707434666,0.009352781270046287
2024-10-04 21:57:46.437499904+00:00,-0.8895734264884823,-0.9496865576346762,0.006892430916476179
2024-10-05 01:00:18.263158016+00:00,-0.9032904219303646,-0.9429293604006135,0.021357493136374254
2024-10-05 04:05:20.166666496+00:00,-1.0113925804784003,-0.943056494049573,0.02129944232520417
2024-10-05 07:10:22.052631296+00:00,-0.9468697797944968,-0.9030979170162002,0.02703890556034027
2024-10-05 10:24:23.933333760+00:00,-0.8413820408899824,-0.8681673769804661,0.02341887330460775
2024-10-05 13:30:25.894736640+00:00,-0.8194668233317088,-0.860192318373,0.024993001042885047
2024-10-05 16:40:27.842105088+00:00,-0.9439520340532112,-0.8572037204691519,0.020321444251589094
2024-10-05 19:32:43+00:00,-0.7050005206484684,-0.8275778733759581,0.0149686235061182
2024-10-05 22:50:31.578947328+00:00,-0.7525787652090798,-0.8031164690319645,0.011751680149733565
2024-10-06 02:00:33.526315520+00:00,-0.8177978990212864,-0.7950667066409981,0.010841701805610645
2024-10-06 05:10:35.473684224+00:00,-0.8763930407957332,-0.7975418193528742,0.0056966166748784
2024-10-06 08:09:11.571428864+00:00,-0.7447599566396548,-0.7600629466323375,0.006222408102149761
2024-10-06 11:27:07.588235520+00:00,-0.726717140698554,-0.7514466867341222,0.01965152793865931
2024-10-06 14:30:41.157894656+00:00,-0.7689341793712856,-0.7464101927437493,0.022503612561639377
2024-10-06 17:29:27.874999808+00:00,-0.8417428377385932,-0.7324565129971082,0.020167664467993528
2024-10-06 20:46:07.923077120+00:00,-0.6066421795683823,-0.700207117625919,0.017926822520913304
2024-10-07 00:00:46.947368448+00:00,-0.6274541815645307,-0.6761303413935404,0.0256899624082801
2024-10-07 03:05:48.777777664+00:00,-0.7072503192957242,-0.6668533886686925,0.02366811414743685
2024-10-07 06:06:24+00:00,-0.6922147813015158,-0.6510051325615854,0.017864949206312042
2024-10-07 09:12:18.285714176+00:00,-0.5861484824550303,-0.6090521502465107,0.014426082818805723
2024-10-07 12:30:54.526315520+00:00,-0.5280689705482473,-0.5930236842097859,0.024404658042559896
2024-10-07 15:40:56.526316032+00:00,-0.6432245661749221,-0.5814091985328548,0.02620877484550686
2024-10-07 18:40:58.416666624+00:00,-0.6262998744073229,-0.5528678889873947,0.024457392458352472
2024-10-07 21:51:00.263158016+00:00,-0.4641659969029206,-0.515174721464651,0.026171259124880455
